"","X","Date","scaled_change","lag_volume_scaled"
"641",1371,"2018-10-03",-0.682138816623031,-0.961613105089631
"642",1372,"2018-10-04",-0.68834201279638,-0.960500101222221
"643",1373,"2018-10-05",-0.695291030116271,-0.959309744096549
"644",1374,"2018-10-06",-0.703005436488654,-0.958043188402118
"645",1375,"2018-10-07",-0.711500712133378,-0.95670104255013
"646",1376,"2018-10-08",-0.720801423173134,-0.955283567684634
"647",1377,"2018-10-09",-0.730916049381509,-0.953790898106803
"648",1378,"2018-10-10",-0.741838782115162,-0.952222826049227
"649",1379,"2018-10-11",-0.753560731369253,-0.950578655199609
"650",1380,"2018-10-12",-0.766056945383783,-0.94885756618526
"651",1381,"2018-10-13",-0.77928322493012,-0.947059058113286
"652",1382,"2018-10-14",-0.793181753567888,-0.945183248244018
"653",1383,"2018-10-15",-0.807701919307731,-0.943231236131203
"654",1384,"2018-10-16",-0.822791612438612,-0.941204723497181
"655",1385,"2018-10-17",-0.838380266994143,-0.939105175641929
"656",1386,"2018-10-18",-0.8543890590288,-0.936933704837234
"657",1387,"2018-10-19",-0.870723829009855,-0.934691668692598
"658",1388,"2018-10-20",-0.887289470863512,-0.93238089542202
"659",1389,"2018-10-21",-0.904004852546804,-0.93000322709645
"660",1390,"2018-10-22",-0.920782937055771,-0.927560301683243
"661",1391,"2018-10-23",-0.937531432791558,-0.925053839759018
"662",1392,"2018-10-24",-0.954156955150545,-0.922484992308948
"663",1393,"2018-10-25",-0.970561094082871,-0.919854081578926
"664",1394,"2018-10-26",-0.986649781579215,-0.917161312000884
"665",1395,"2018-10-27",-1.00233323708054,-0.914406894241777
"666",1396,"2018-10-28",-1.01753797064365,-0.911590895516916
"667",1397,"2018-10-29",-1.03219803196867,-0.908714011675029
"668",1398,"2018-10-30",-1.04625541206865,-0.905777744051431
"669",1399,"2018-10-31",-1.05966638152379,-0.902783232226032
"670",1400,"2018-11-01",-1.0723778887002,-0.899731331681243
"671",1401,"2018-11-02",-1.08433489147655,-0.896622937478293
"672",1402,"2018-11-03",-1.09549811886012,-0.893459469031707
"673",1403,"2018-11-04",-1.10584163315161,-0.890242561264574
"674",1404,"2018-11-05",-1.11535038025638,-0.886974561915119
"675",1405,"2018-11-06",-1.12402368956463,-0.883658472577135
"676",1406,"2018-11-07",-1.13186722622863,-0.880297349103102
"677",1407,"2018-11-08",-1.13889592031658,-0.876893928601741
"678",1408,"2018-11-09",-1.14513130236596,-0.873451238934455
"679",1409,"2018-11-10",-1.15060697797834,-0.869972908396727
"680",1410,"2018-11-11",-1.15536174271057,-0.866462497152527
"681",1411,"2018-11-12",-1.15943328158022,-0.862924041341559
"682",1412,"2018-11-13",-1.16285639896449,-0.859362164346797
"683",1413,"2018-11-14",-1.16567964059036,-0.855781067792486
"684",1414,"2018-11-15",-1.16795468859344,-0.852184700327984
"685",1415,"2018-11-16",-1.16972785408037,-0.848577411789149
"686",1416,"2018-11-17",-1.17103776877568,-0.844964220774029
"687",1417,"2018-11-18",-1.17191385672391,-0.841350306692102
"688",1418,"2018-11-19",-1.17237485821906,-0.837741440448361
"689",1419,"2018-11-20",-1.17243397118461,-0.834143591851032
"690",1420,"2018-11-21",-1.1721057394374,-0.830562830001399
"691",1421,"2018-11-22",-1.17140223409602,-0.827005016870226
"692",1422,"2018-11-23",-1.17033002870876,-0.823475577621594
"693",1423,"2018-11-24",-1.16889129676176,-0.819979642194118
"694",1424,"2018-11-25",-1.16709514088266,-0.816521930629339
"695",1425,"2018-11-26",-1.16496323531636,-0.813107430277087
"696",1426,"2018-11-27",-1.16252195433435,-0.809741340662036
"697",1427,"2018-11-28",-1.1597862412226,-0.806428350244543
"698",1428,"2018-11-29",-1.15676577630356,-0.803172537108804
"699",1429,"2018-11-30",-1.15347128290804,-0.799978344443946
"700",1430,"2018-12-01",-1.14990726289149,-0.796850191481319
"701",1431,"2018-12-02",-1.14608779115063,-0.793792119353568
"702",1432,"2018-12-03",-1.14203140971264,-0.790808082376746
"703",1433,"2018-12-04",-1.13775853463741,-0.78790221018712
"704",1434,"2018-12-05",-1.13329429641781,-0.785078552953046
"705",1435,"2018-12-06",-1.12866862564155,-0.782340367067699
"706",1436,"2018-12-07",-1.12390708868794,-0.779690273826408
"707",1437,"2018-12-08",-1.11902771683505,-0.777130647858607
"708",1438,"2018-12-09",-1.11405045876955,-0.7746634344953
"709",1439,"2018-12-10",-1.10900083538844,-0.772290300336137
"710",1440,"2018-12-11",-1.10390238229421,-0.770012612510049
"711",1441,"2018-12-12",-1.09876096158751,-0.76783088716826
"712",1442,"2018-12-13",-1.09358682308959,-0.765744332628762
"713",1443,"2018-12-14",-1.08841181271466,-0.763751659642764
"714",1444,"2018-12-15",-1.08326745668935,-0.761851350212731
"715",1445,"2018-12-16",-1.07817877361696,-0.760041646979916
"716",1446,"2018-12-17",-1.07316221001402,-0.758320873652783
"717",1447,"2018-12-18",-1.06822586418735,-0.756687699501825
"718",1448,"2018-12-19",-1.06335943386195,-0.755140528325248
"719",1449,"2018-12-20",-1.05855096047832,-0.753677166770137
"720",1450,"2018-12-21",-1.05379194368345,-0.752295614379632
"721",1451,"2018-12-22",-1.04908282708271,-0.750994225048494
"722",1452,"2018-12-23",-1.04441404561512,-0.749771458088669
"723",1453,"2018-12-24",-1.03977641406063,-0.748625949620524
"724",1454,"2018-12-25",-1.03516658546069,-0.74755670331985
"725",1455,"2018-12-26",-1.03057970780412,-0.746563067455015
"726",1456,"2018-12-27",-1.02600931221858,-0.745644948771832
"727",1457,"2018-12-28",-1.0214493608905,-0.744803109081701
"728",1458,"2018-12-29",-1.01689087686853,-0.744038852258901
"729",1459,"2018-12-30",-1.01233051964762,-0.743353581829473
"730",1460,"2018-12-31",-1.00776102142588,-0.742748813116894
"731",1461,"2019-01-01",-1.00317004481477,-0.742225916420323
"732",1462,"2019-01-02",-0.998535420009521,-0.741785422474409
"733",1463,"2019-01-03",-0.993825251540734,-0.741426631951195
"734",1464,"2019-01-04",-0.988999922415607,-0.74114827480837
"735",1465,"2019-01-05",-0.98400857683894,-0.74094887655734
"736",1466,"2019-01-06",-0.978793932988233,-0.740826570598388
"737",1467,"2019-01-07",-0.973313668751814,-0.740779871232166
"738",1468,"2019-01-08",-0.967534268209005,-0.740807753749978
"739",1469,"2019-01-09",-0.961414571095874,-0.740909190046018
"740",1470,"2019-01-10",-0.954908618114382,-0.741083133226383
"741",1471,"2019-01-11",-0.947960652612559,-0.741328970398998
"742",1472,"2019-01-12",-0.940521596787698,-0.741646122220476
"743",1473,"2019-01-13",-0.932546560908781,-0.742033526801275
"744",1474,"2019-01-14",-0.923998951147857,-0.742490016720174
"745",1475,"2019-01-15",-0.91485235066709,-0.743014568913863
"746",1476,"2019-01-16",-0.905093791014799,-0.743606046614131
"747",1477,"2019-01-17",-0.894742042508266,-0.744263244745734
"748",1478,"2019-01-18",-0.88382655356519,-0.744985073742695
"749",1479,"2019-01-19",-0.872378232026907,-0.745770538217213
"750",1480,"2019-01-20",-0.86042321659117,-0.746618515856428
